Windows Server version,Servicing option,Editions,Availability date,Latest build,Mainstream support end date,Extended support end date
Windows Server 2025,Long-Term Servicing Channel (LTSC),"Datacenter, Standard",2024-11-01,26100.2894,2029-10-09,2034-10-10
